City,Region,Country,Latitude,Longitude,TimeZone,LocalTimeEpoch,LocalTime,LastUpdatedEpoch,LastUpdated,Temperature_C,Temperature_F,IsDay,ConditionText,ConditionIcon,WindMPH,WindKPH,WindDegree,WindDir,PressureMB,PressureIn,PrecipMM,PrecipIn,Humidity,Cloud,FeelsLike_C,FeelsLike_F,VisibilityKM,VisibilityMiles,UV,GustMPH,GustKPH
Ludvika,Dalarnas Lan,Sweden,60.15,15.18,Europe/Stockholm,1723294452,2024-08-10 14:54,1723293900,2024-08-10 14:45,19.2,66.6,1,Patchy light drizzle,//cdn.weatherapi.com/weather/64x64/day/263.png,14.3,23.0,254,WSW,1000.0,29.53,0.15,0.01,50,74,19.2,66.6,5.0,3.0,4.0,16.5,26.5
Lulea,Norrbottens Lan,Sweden,65.58,22.15,Europe/Stockholm,1723294454,2024-08-10 14:54,1723293900,2024-08-10 14:45,15.1,59.1,1,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,13.4,21.6,133,SE,994.0,29.35,2.39,0.09,97,100,15.1,59.1,9.0,5.0,4.0,20.4,32.9
Lycksele,Vasterbottens Lan,Sweden,64.6,18.67,Europe/Stockholm,1723294454,2024-08-10 14:54,1723293900,2024-08-10 14:45,15.8,60.5,1,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,2.9,4.7,197,SSW,992.0,29.29,0.19,0.01,81,54,15.8,60.5,10.0,6.0,4.0,4.2,6.7
Malmo,Skane Lan,Sweden,55.6,13.0,Europe/Stockholm,1723294455,2024-08-10 14:54,1723293900,2024-08-10 14:45,20.5,68.9,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,21.0,33.8,266,W,1014.0,29.93,0.07,0.0,58,53,20.5,68.9,10.0,6.0,5.0,27.8,44.8
Mariestad,Vastra Gotaland,Sweden,58.7,13.82,Europe/Stockholm,1723294454,2024-08-10 14:54,1723293900,2024-08-10 14:45,17.8,64.0,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,23.0,37.1,248,WSW,1006.0,29.69,0.24,0.01,69,75,17.8,64.0,9.0,5.0,4.0,26.9,43.3
Marsta,Stockholms Lan,Sweden,59.62,17.85,Europe/Stockholm,1723294455,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.4,65.1,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,14.1,22.7,249,WSW,1002.0,29.58,0.4,0.02,62,72,18.4,65.1,9.0,5.0,4.0,20.0,32.2
Mjolby,Ostergotlands Lan,Sweden,58.32,15.13,Europe/Stockholm,1723294455,2024-08-10 14:54,1723293900,2024-08-10 14:45,19.0,66.1,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,18.8,30.2,253,WSW,1006.0,29.71,0.09,0.0,59,73,19.0,66.1,10.0,6.0,4.0,21.6,34.8
Molndal,Vastra Gotaland,Sweden,57.65,12.02,Europe/Stockholm,1723294456,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.1,64.5,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,20.1,32.4,258,WSW,1009.0,29.81,0.4,0.02,70,89,18.1,64.5,9.0,5.0,4.0,23.8,38.3
Molnlycke,Vastra Gotaland,Sweden,57.65,12.13,Europe/Stockholm,1723294455,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.1,64.5,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,20.1,32.4,258,WSW,1009.0,29.81,0.4,0.02,70,89,18.1,64.5,9.0,5.0,4.0,23.8,38.3
Moradabad,Uttar Pradesh,India,28.83,78.78,Asia/Kolkata,1723294455,2024-08-10 18:24,1723293900,2024-08-10 18:15,28.1,82.5,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,5.8,9.4,156,SSE,1000.0,29.53,0.73,0.03,84,83,33.1,91.5,9.0,5.0,6.0,9.6,15.4
Motala,Ostergotlands Lan,Sweden,58.55,15.05,Europe/Stockholm,1723294455,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.4,65.2,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,22.1,35.6,250,WSW,1006.0,29.69,0.14,0.01,65,87,18.5,65.2,10.0,6.0,4.0,26.0,41.8
Nassjo,Jonkopings Lan,Sweden,57.65,14.68,Europe/Stockholm,1723294456,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.4,65.1,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,16.3,26.3,258,WSW,1008.0,29.77,0.07,0.0,53,72,18.4,65.1,10.0,6.0,4.0,18.8,30.2
Nodinge-Nol,Vastra Gotaland,Sweden,57.9,12.07,Europe/Stockholm,1723294456,2024-08-10 14:54,1723293900,2024-08-10 14:45,17.6,63.7,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,19.2,31.0,255,WSW,1009.0,29.79,0.42,0.02,74,87,17.6,63.7,9.0,5.0,4.0,23.1,37.2
Norrkoping,Ostergotlands Lan,Sweden,58.6,16.18,Europe/Stockholm,1723294456,2024-08-10 14:54,1723293900,2024-08-10 14:45,20.1,68.2,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,16.1,25.9,256,WSW,1005.0,29.69,0.1,0.0,53,76,20.1,68.2,10.0,6.0,5.0,18.5,29.8
Norrtalje,Stockholms Lan,Sweden,59.77,18.7,Europe/Stockholm,1723294456,2024-08-10 14:54,1723293900,2024-08-10 14:45,19.6,67.4,1,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,13.4,21.6,247,WSW,1001.0,29.57,0.0,0.0,53,44,19.6,67.4,10.0,6.0,5.0,16.6,26.6
Nybro,Kalmar Lan,Sweden,56.75,15.9,Europe/Stockholm,1723294456,2024-08-10 14:54,1723293900,2024-08-10 14:45,21.0,69.8,1,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,16.1,25.9,262,W,1010.0,29.83,0.0,0.0,46,81,21.0,69.8,10.0,6.0,5.0,18.5,29.8
Nykoping,Sodermanlands Lan,Sweden,58.75,17.0,Europe/Stockholm,1723294456,2024-08-10 14:54,1723293900,2024-08-10 14:45,22.0,71.6,1,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,16.3,26.3,252,WSW,1004.0,29.65,0.0,0.0,45,27,24.2,75.6,10.0,6.0,6.0,18.8,30.2
Nynashamn,Stockholms Lan,Sweden,58.9,17.95,Europe/Stockholm,1723294456,2024-08-10 14:54,1723293900,2024-08-10 14:45,20.6,69.0,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,23.7,38.2,252,WSW,1004.0,29.63,0.03,0.0,53,89,20.6,69.0,10.0,6.0,5.0,30.8,49.6
Orebro,Orebro Lan,Sweden,59.28,15.22,Europe/Stockholm,1723294457,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.4,65.1,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,15.4,24.8,246,WSW,1003.0,29.63,0.52,0.02,68,78,18.4,65.1,9.0,5.0,4.0,18.6,29.9
Orkelljunga,Skane Lan,Sweden,56.28,13.28,Europe/Stockholm,1723294457,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.7,65.7,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,15.4,24.8,263,W,1013.0,29.9,0.32,0.01,68,89,18.7,65.7,9.0,5.0,4.0,18.6,29.9
Ornskoldsvik,Vasternorrlands Lan,Sweden,63.3,18.72,Europe/Stockholm,1723294457,2024-08-10 14:54,1723293900,2024-08-10 14:45,16.0,60.9,1,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,14.1,22.7,256,WSW,993.0,29.33,0.0,0.0,69,96,16.1,60.9,10.0,6.0,4.0,16.7,26.9
Oskarshamn,Kalmar Lan,Sweden,57.27,16.43,Europe/Stockholm,1723294457,2024-08-10 14:54,1723293900,2024-08-10 14:45,22.0,71.6,1,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,17.0,27.4,255,WSW,1008.0,29.77,0.0,0.0,44,46,22.0,71.6,10.0,6.0,6.0,20.8,33.4
Ostersund,Jamtlands Lan,Sweden,63.18,14.65,Europe/Stockholm,1723294458,2024-08-10 14:54,1723293900,2024-08-10 14:45,13.6,56.4,1,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.5,7.2,322,NW,996.0,29.42,0.35,0.01,80,100,13.3,56.0,10.0,6.0,3.0,6.3,10.2
Oxelosund,Sodermanlands Lan,Sweden,58.67,17.1,Europe/Stockholm,1723294457,2024-08-10 14:54,1723293900,2024-08-10 14:45,21.0,69.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,19.9,32.0,257,WSW,1004.0,29.66,0.0,0.0,50,24,21.0,69.8,10.0,6.0,6.0,24.2,38.9
Pitea,Norrbottens Lan,Sweden,65.33,21.5,Europe/Stockholm,1723294457,2024-08-10 14:54,1723293900,2024-08-10 14:45,15.1,59.2,1,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,8.5,13.7,147,SSE,994.0,29.34,0.3,0.01,97,100,15.1,59.2,2.0,1.0,4.0,12.0,19.3
Ronneby,Blekinge Lan,Sweden,56.2,15.3,Europe/Stockholm,1723294458,2024-08-10 14:54,1723293900,2024-08-10 14:45,20.6,69.0,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,16.1,25.9,266,W,1012.0,29.87,0.33,0.01,55,78,20.6,69.0,9.0,5.0,5.0,18.7,30.1
Saffle,Varmlands Lan,Sweden,59.13,12.9,Europe/Stockholm,1723294458,2024-08-10 14:54,1723293900,2024-08-10 14:45,19.0,66.2,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,20.6,33.1,247,WSW,1004.0,29.65,0.04,0.0,58,75,19.0,66.2,10.0,6.0,4.0,24.9,40.1
Salalah,Zufar,Oman,17.02,54.08,Asia/Muscat,1723294458,2024-08-10 16:54,1723293900,2024-08-10 16:45,24.0,75.2,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,9.4,15.1,192,SSW,1005.0,29.67,0.03,0.0,91,89,26.4,79.5,10.0,6.0,5.0,11.7,18.8
Saltsjobaden,Stockholms Lan,Sweden,59.28,18.3,Europe/Stockholm,1723294458,2024-08-10 14:54,1723293900,2024-08-10 14:45,20.1,68.1,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,17.9,28.8,263,W,1003.0,29.61,0.02,0.0,53,50,20.1,68.1,10.0,6.0,5.0,24.0,38.7
Sandviken,Gavleborgs Lan,Sweden,60.62,16.77,Europe/Stockholm,1723294459,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.1,64.6,1,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,8.3,13.3,240,WSW,999.0,29.51,0.0,0.0,53,32,18.1,64.6,10.0,6.0,5.0,12.2,19.7
Saterare,Chihuahua,Mexico,27.57,-107.01,America/Chihuahua,1723294459,2024-08-10 06:54,1723293900,2024-08-10 06:45,15.5,59.9,1,Clear,//cdn.weatherapi.com/weather/64x64/day/113.png,4.3,6.8,45,NE,1018.0,30.07,0.0,0.0,68,5,15.5,60.0,10.0,6.0,1.0,8.9,14.4
Savja,Uppsala Lan,Sweden,59.83,17.68,Europe/Stockholm,1723294459,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.4,65.2,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,11.6,18.7,241,WSW,1001.0,29.57,0.13,0.0,59,88,18.4,65.2,10.0,6.0,4.0,16.4,26.4
Sjobo,Sodermanlands Lan,Sweden,59.93,16.55,Europe/Stockholm,1723294460,2024-08-10 14:54,1723293900,2024-08-10 14:45,19.9,67.9,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,11.2,18.0,244,WSW,1000.0,29.54,0.16,0.01,52,74,19.9,67.9,9.0,5.0,4.0,14.5,23.4
Skara,Vastra Gotaland,Sweden,58.37,13.42,Europe/Stockholm,1723294460,2024-08-10 14:54,1723293900,2024-08-10 14:45,17.7,63.8,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,18.8,30.2,246,WSW,1007.0,29.73,0.23,0.01,69,87,17.7,63.8,9.0,5.0,4.0,22.2,35.7
Skelleftea,Vasterbottens Lan,Sweden,64.77,20.95,Europe/Stockholm,1723294460,2024-08-10 14:54,1723293900,2024-08-10 14:45,17.3,63.1,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,9.8,15.8,141,SE,993.0,29.31,0.11,0.0,87,83,17.3,63.1,10.0,6.0,4.0,12.8,20.5
Skoghall,Varmlands Lan,Sweden,59.33,13.43,Europe/Stockholm,1723294460,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.9,66.0,1,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,20.1,32.4,254,WSW,1003.0,29.62,0.2,0.01,58,75,18.9,66.0,2.0,1.0,4.0,26.4,42.5
Skovde,Vastra Gotaland,Sweden,58.4,13.85,Europe/Stockholm,1723294461,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.2,64.8,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,16.8,27.0,248,WSW,1006.0,29.71,0.22,0.01,66,71,18.2,64.8,9.0,5.0,4.0,19.5,31.4
Soderhamn,Gavleborgs Lan,Sweden,61.3,17.05,Europe/Stockholm,1723294460,2024-08-10 14:54,1723293900,2024-08-10 14:45,19.4,66.9,1,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,9.8,15.8,252,WSW,998.0,29.46,0.0,0.0,49,47,19.4,66.9,10.0,6.0,5.0,14.2,22.8
Sodertalje,Stockholms Lan,Sweden,59.2,17.62,Europe/Stockholm,1723294460,2024-08-10 14:54,1723293900,2024-08-10 14:45,20.8,69.4,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,19.0,30.6,258,WSW,1003.0,29.61,0.03,0.0,50,88,20.8,69.4,10.0,6.0,5.0,21.9,35.2
Solleftea,Vasternorrlands Lan,Sweden,63.17,17.27,Europe/Stockholm,1723294461,2024-08-10 14:54,1723293900,2024-08-10 14:45,11.3,52.3,1,Patchy light drizzle,//cdn.weatherapi.com/weather/64x64/day/263.png,13.2,21.2,280,W,996.0,29.41,0.23,0.01,84,84,8.9,47.9,5.0,3.0,3.0,20.0,32.3
Staffanstorp,Skane Lan,Sweden,55.63,13.22,Europe/Stockholm,1723294462,2024-08-10 14:54,1723293900,2024-08-10 14:45,20.9,69.6,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,19.7,31.7,267,W,1014.0,29.93,0.08,0.0,54,71,20.9,69.6,10.0,6.0,5.0,23.2,37.4
Stenungsund,Vastra Gotaland,Sweden,58.08,11.82,Europe/Stockholm,1723294461,2024-08-10 14:54,1723293900,2024-08-10 14:45,17.2,62.9,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,22.6,36.4,253,WSW,1008.0,29.78,0.26,0.01,76,88,17.2,62.9,9.0,5.0,4.0,27.2,43.7
Stockholm,Stockholms Lan,Sweden,59.33,18.05,Europe/Stockholm,1723294435,2024-08-10 14:53,1723293900,2024-08-10 14:45,20.1,68.2,1,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,15.9,25.6,260,W,1002.0,29.6,0.17,0.01,53,50,20.1,68.2,10.0,6.0,5.0,18.9,30.5
Strangnas,Sodermanlands Lan,Sweden,59.38,17.03,Europe/Stockholm,1723294462,2024-08-10 14:54,1723293900,2024-08-10 14:45,19.7,67.5,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,18.1,29.2,251,WSW,1002.0,29.6,0.02,0.0,56,73,19.7,67.5,10.0,6.0,4.0,22.1,35.5
Sundsvall,Vasternorrlands Lan,Sweden,62.38,17.3,Europe/Stockholm,1723294461,2024-08-10 14:54,1723293900,2024-08-10 14:45,17.0,62.5,1,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,11.9,19.1,304,NW,997.0,29.43,0.0,0.0,50,45,17.0,62.5,10.0,6.0,5.0,14.5,23.3
Sunne,Vasternorrlands Lan,Sweden,62.63,17.72,Europe/Stockholm,1723294462,2024-08-10 14:54,1723293900,2024-08-10 14:45,15.5,59.9,1,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,17.2,27.7,284,WNW,996.0,29.43,0.0,0.0,64,52,15.5,59.9,10.0,6.0,5.0,21.8,35.1
Svedala,Skane Lan,Sweden,55.5,13.23,Europe/Stockholm,1723294463,2024-08-10 14:54,1723293900,2024-08-10 14:45,21.0,69.8,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,20.6,33.1,260,W,1014.0,29.94,0.05,0.0,53,88,21.0,69.8,10.0,6.0,5.0,24.5,39.5
Taby,Stockholms Lan,Sweden,59.5,18.05,Europe/Stockholm,1723294461,2024-08-10 14:54,1723293900,2024-08-10 14:45,19.0,66.2,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,15.2,24.5,255,WSW,1002.0,29.59,0.49,0.02,62,76,19.0,66.2,9.0,5.0,4.0,19.8,31.8
Tibro,Balochistan,Pakistan,27.63,66.16,Asia/Karachi,1723294462,2024-08-10 17:54,1723293900,2024-08-10 17:45,36.1,97.0,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,10.7,17.3,285,WNW,1000.0,29.53,0.0,0.0,25,4,35.7,96.2,10.0,6.0,9.0,12.3,19.9
Timra,Vasternorrlands Lan,Sweden,62.48,17.31,Europe/Stockholm,1723294463,2024-08-10 14:54,1723293900,2024-08-10 14:45,17.0,62.5,1,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,11.9,19.1,304,NW,997.0,29.43,0.0,0.0,50,45,17.0,62.5,10.0,6.0,5.0,14.5,23.3
Tranas,Jonkopings Lan,Sweden,58.05,14.98,Europe/Stockholm,1723294462,2024-08-10 14:54,1723293900,2024-08-10 14:45,19.3,66.8,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,17.0,27.4,255,WSW,1007.0,29.73,0.03,0.0,53,76,19.4,66.8,10.0,6.0,4.0,19.6,31.5
Trelleborg,Skane Lan,Sweden,55.37,13.17,Europe/Stockholm,1723294463,2024-08-10 14:54,1723293900,2024-08-10 14:45,20.0,68.0,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,25.7,41.4,256,WSW,1014.0,29.95,0.03,0.0,63,88,20.0,68.0,10.0,6.0,5.0,34.3,55.2
Trollhattan,Vastra Gotaland,Sweden,58.27,12.3,Europe/Stockholm,1723294464,2024-08-10 14:54,1723293900,2024-08-10 14:45,17.2,63.0,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,17.0,27.4,248,WSW,1007.0,29.74,0.33,0.01,76,71,17.3,63.1,9.0,5.0,4.0,20.4,32.9
Tullinge,Stockholms Lan,Sweden,59.2,17.88,Europe/Stockholm,1723294463,2024-08-10 14:54,1723293900,2024-08-10 14:45,20.8,69.4,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,17.9,28.8,259,W,1003.0,29.61,0.04,0.0,50,70,20.8,69.4,10.0,6.0,5.0,20.6,33.1
Tumba,Stockholms Lan,Sweden,59.2,17.82,Europe/Stockholm,1723294463,2024-08-10 14:54,1723293900,2024-08-10 14:45,20.8,69.4,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,17.9,28.8,259,W,1003.0,29.61,0.04,0.0,50,70,20.8,69.4,10.0,6.0,5.0,20.6,33.1
Uddevalla,Vastra Gotaland,Sweden,58.37,11.93,Europe/Stockholm,1723294464,2024-08-10 14:54,1723293900,2024-08-10 14:45,17.4,63.3,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,16.6,26.6,249,WSW,1007.0,29.74,0.41,0.02,76,79,17.4,63.3,9.0,5.0,4.0,20.2,32.5
Ulricehamn,Vastra Gotaland,Sweden,57.78,13.42,Europe/Stockholm,1723294464,2024-08-10 14:54,1723293900,2024-08-10 14:45,16.8,62.2,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,15.0,24.1,254,WSW,1009.0,29.78,0.55,0.02,70,71,16.8,62.2,9.0,5.0,4.0,18.0,29.0
Umea,Vasterbottens Lan,Sweden,63.83,20.25,Europe/Stockholm,1723294464,2024-08-10 14:54,1723293900,2024-08-10 14:45,17.9,64.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,11.4,18.4,198,SSW,993.0,29.32,0.0,0.0,70,21,17.9,64.3,10.0,6.0,5.0,14.1,22.6
Upplands-Vasby,Stockholms Lan,Sweden,59.52,17.9,Europe/Stockholm,1723294464,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.8,65.8,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,15.7,25.2,254,WSW,1002.0,29.59,0.52,0.02,63,78,18.8,65.8,9.0,5.0,4.0,21.1,34.0
Uppsala,Uppsala Lan,Sweden,59.85,17.63,Europe/Stockholm,1723294464,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.4,65.2,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,11.6,18.7,241,WSW,1001.0,29.57,0.13,0.0,59,88,18.4,65.2,10.0,6.0,4.0,16.4,26.4
Uppsala,Uppsala Lan,Sweden,59.85,17.63,Europe/Stockholm,1723294464,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.4,65.2,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,11.6,18.7,241,WSW,1001.0,29.57,0.13,0.0,59,88,18.4,65.2,10.0,6.0,4.0,16.4,26.4
Vallentuna,Stockholms Lan,Sweden,59.53,18.08,Europe/Stockholm,1723294465,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.9,66.0,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,15.0,24.1,255,WSW,1002.0,29.59,0.43,0.02,61,76,18.9,66.0,9.0,5.0,4.0,19.8,31.9
Vanersborg,Vastra Gotaland,Sweden,58.37,12.32,Europe/Stockholm,1723294465,2024-08-10 14:54,1723293900,2024-08-10 14:45,17.1,62.8,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,17.4,28.1,248,WSW,1007.0,29.74,0.31,0.01,76,76,17.1,62.8,9.0,5.0,4.0,21.0,33.8
Varberg,Hallands Lan,Sweden,57.1,12.25,Europe/Stockholm,1723294465,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.2,64.8,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,22.1,35.6,263,W,1011.0,29.85,0.21,0.01,67,72,18.2,64.8,9.0,5.0,4.0,29.5,47.4
Vasteras,Vastmanlands Lan,Sweden,59.62,16.55,Europe/Stockholm,1723294466,2024-08-10 14:54,1723293900,2024-08-10 14:45,20.0,68.1,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,15.2,24.5,242,WSW,1001.0,29.57,0.2,0.01,56,70,20.0,68.1,9.0,5.0,5.0,18.5,29.8
Vasterhaninge,Stockholms Lan,Sweden,59.12,18.1,Europe/Stockholm,1723294466,2024-08-10 14:54,1723293900,2024-08-10 14:45,20.8,69.4,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,16.6,26.6,260,W,1003.0,29.61,0.02,0.0,48,88,20.8,69.4,10.0,6.0,5.0,19.0,30.6
Vastervik,Kalmar Lan,Sweden,57.75,16.63,Europe/Stockholm,1723294466,2024-08-10 14:54,1723293900,2024-08-10 14:45,22.2,72.0,1,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,17.4,28.1,260,W,1007.0,29.72,0.0,0.0,43,33,24.2,75.6,10.0,6.0,6.0,22.0,35.4
Vaxjo,Kronobergs Lan,Sweden,56.88,14.82,Europe/Stockholm,1723294467,2024-08-10 14:54,1723293900,2024-08-10 14:45,18.9,66.0,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,16.1,25.9,262,W,1010.0,29.84,0.13,0.01,58,73,18.9,66.0,10.0,6.0,4.0,18.7,30.1
Vetlanda,Jonkopings Lan,Sweden,57.43,15.07,Europe/Stockholm,1723294466,2024-08-10 14:54,1723293900,2024-08-10 14:45,19.4,67.0,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,16.1,25.9,256,WSW,1009.0,29.78,0.04,0.0,52,82,19.5,67.0,10.0,6.0,4.0,18.5,29.8
Vimmerby,Kalmar Lan,Sweden,57.67,15.85,Europe/Stockholm,1723294467,2024-08-10 14:54,1723293900,2024-08-10 14:45,21.3,70.3,1,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,15.7,25.2,260,W,1007.0,29.74,0.0,0.0,42,44,21.3,70.3,10.0,6.0,6.0,18.0,29.0
Visby,Gotlands Lan,Sweden,57.63,18.3,Europe/Stockholm,1723294467,2024-08-10 14:54,1723293900,2024-08-10 14:45,20.6,69.2,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,20.4,32.8,248,WSW,1007.0,29.74,0.03,0.0,56,83,20.7,69.2,10.0,6.0,5.0,28.3,45.5
Ystad,Skane Lan,Sweden,55.42,13.82,Europe/Stockholm,1723294467,2024-08-10 14:54,1723293900,2024-08-10 14:45,20.4,68.6,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,23.7,38.2,256,WSW,1014.0,29.94,0.05,0.0,60,82,20.4,68.6,10.0,6.0,5.0,30.4,49.0
